is_retweet,created_at,text
False,Tue Jan 02 15:16:38 +0000 2018,Democrats are doing nothing for DACA - just interested in politics.  DACA activists and Hispanics will go hard agai… https://t.co/gOK09nR4M3
False,Thu Jan 04 02:07:37 +0000 2018,“Some 40 U.S. companies have responded to President Trump’s tax cut and reform victory in Congress last year by han… https://t.co/98ZTvwf2Pe
False,Sun Dec 31 23:43:04 +0000 2017,"HAPPY NEW YEAR! We are MAKING AMERICA GREAT AGAIN, and much faster than anyone thought possible!"
False,Thu Dec 28 23:14:21 +0000 2017,"Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/OeyTdFyl1Q https://t.co/wdLQkfdy4m"
False,Wed Dec 20 16:39:04 +0000 2017,I would like to congratulate @SenateMajLdr on having done a fantastic job both strategically &amp; politically on the p… https://t.co/XkEvQ5GTGi
False,Wed Dec 20 14:32:51 +0000 2017,"The Tax Cuts are so large and so meaningful, and yet the Fake News is working overtime to follow the lead of their… https://t.co/TKdgQwixwF"
False,Sun Dec 31 04:46:21 +0000 2017,“Trump Rally: Stocks put 2017 in the record books” https://t.co/0foQGaFjMh
False,Sun Dec 31 18:36:28 +0000 2017,"My deepest condolences to the victims of the terrible shooting in Douglas County @DCSheriff, and their families. We… https://t.co/nhI3wsUInj"
False,Tue Jan 02 18:11:11 +0000 2018,We will not rest until all of America’s GREAT VETERANS can receive the care they so richly deserve. Tremendous prog… https://t.co/mk6RKy3ccj
False,Tue Jan 02 14:13:13 +0000 2018,Since taking office I have been very strict on Commercial Aviation. Good news - it was just reported that there wer… https://t.co/jfJxEvzBd3
False,Sat Dec 23 20:27:05 +0000 2017,"How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakin’ James Comey, of the Phony Hillary… https://t.co/9vYPo8QMbI"
False,Tue Dec 19 11:23:40 +0000 2017,Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope… https://t.co/2BJwFD1CTu
False,Fri Dec 29 13:16:11 +0000 2017,"The Democrats have been told, and fully understand, that there can be no DACA without the desperately needed WALL a… https://t.co/sjkgrE1kQe"
True,Fri Dec 29 12:48:57 +0000 2017,"RT @FoxBusiness: .@charliekirk11: ""What this president has done is truly historic, and if a Democrat president achieved 1/10th of what @POT…"
False,Sat Dec 30 22:42:09 +0000 2017,Jobs are kicking in and companies are coming back to the U.S. Unnecessary regulations and high taxes are being dram… https://t.co/ts9xxdjQzU
False,Sun Dec 31 13:36:32 +0000 2017,Why would smart voters want to put Democrats in Congress in 2018 Election when their policies will totally kill the… https://t.co/u7zgBWSLMY
False,Thu Dec 28 16:24:08 +0000 2017,Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a frie… https://t.co/aIa4CFXNoA
False,Sat Dec 23 20:32:42 +0000 2017,"Wow, “FBI lawyer James Baker reassigned,” according to @FoxNews."
False,Tue Jan 02 22:37:56 +0000 2018,"It's not only Pakistan that we pay billions of dollars to for nothing, but also many other countries, and others. A… https://t.co/noRSzexXDg"
False,Sun Dec 31 22:18:20 +0000 2017,"As our Country rapidly grows stronger and smarter, I want to wish all of my friends, supporters, enemies, haters, a… https://t.co/irAgm3wwEU"
False,Fri Dec 22 13:05:06 +0000 2017,"At some point, and for the good of the country, I predict we will start working with the Democrats in a Bipartisan… https://t.co/YVl8tAcSOk"
True,Fri Dec 29 12:48:15 +0000 2017,"RT @charliekirk11: 3 big wins in 2017 you won't hear:

Trump confirmed the most circuit court judges ever in a President's 1st year (all co…"
False,Tue Dec 19 20:18:12 +0000 2017,"Congratulations to Paul Ryan, Kevin McCarthy, Kevin Brady, Steve Scalise, Cathy McMorris Rodgers and all great Hous… https://t.co/DjSHn7C6bL"
False,Fri Dec 22 15:07:55 +0000 2017,Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much… https://t.co/fgGbqDb0wg
False,Fri Dec 22 15:04:39 +0000 2017,"With all my Administration has done on Legislative Approvals (broke Harry Truman’s Record), Regulation Cutting, Jud… https://t.co/CukTyBYh5K"
False,Tue Jan 02 12:48:00 +0000 2018,"Crooked Hillary Clinton’s top aid, Huma Abedin, has been accused of disregarding basic security protocols. She put… https://t.co/TAM3Zf9ovm"
False,Thu Dec 21 13:56:28 +0000 2017,Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN
False,Fri Dec 22 16:46:49 +0000 2017,"95% of Americans will pay less or, at worst, the same amount of taxes (mostly far less). The Dems only want to raise your taxes!"
False,Mon Jan 01 12:44:40 +0000 2018,Iran is failing at every level despite the terrible deal made with them by the Obama Administration. The great Iran… https://t.co/DaPjy8hPH5
False,Thu Dec 28 19:20:47 +0000 2017,"I've been saying it for a long, long time. #NoKo https://t.co/LQl7tGhMdO"
False,Wed Dec 20 21:44:50 +0000 2017,WE ARE MAKING AMERICA GREAT AGAIN! https://t.co/HY353gXV0R
True,Thu Dec 28 22:17:06 +0000 2017,"RT @EricTrump: #ThrowbackThursdays 
@realDonaldTrump 🇺🇸🇺🇸🇺🇸 https://t.co/Z44IObGZ7V"
